Potencial	Intensidad	Potencial	Intensidad
-87.797	-0.4438	-87.751	-2.5734
-86.797	-0.4345	-86.764	-2.5636
-85.785	-0.4268	-85.782	-2.5543
-84.794	-0.4179	-84.782	-2.5455
-83.795	-0.4115	-83.775	-2.5372
-82.796	-0.4047	-82.757	-2.5293
-81.799	-0.3978	-81.768	-2.5213
-80.783	-0.3914	-80.775	-2.5126
-79.784	-0.3834	-79.764	-2.503
-78.776	-0.3781	-78.768	-2.4954
-77.802	-0.372	-77.769	-2.488
-76.814	-0.3656	-76.748	-2.4808
-75.814	-0.361	-75.757	-2.4749
-74.836	-0.3538	-74.739	-2.4675
-73.816	-0.3472	-73.737	-2.4599
-72.82	-0.3425	-72.741	-2.4539
-71.826	-0.3367	-71.735	-2.4462
-70.82	-0.3318	-70.758	-2.4396
-69.821	-0.3272	-69.75	-2.433
-68.817	-0.3214	-68.782	-2.4257
-67.822	-0.316	-67.791	-2.4193
-66.807	-0.31	-66.77	-2.4125
-65.809	-0.3055	-65.764	-2.4057
-64.829	-0.301	-64.748	-2.3993
-63.813	-0.2967	-63.741	-2.3942
-62.825	-0.2934	-62.763	-2.3891
-61.835	-0.2881	-61.781	-2.3836
-60.806	-0.282	-60.749	-2.3774
-59.812	-0.2776	-59.739	-2.3709
-58.819	-0.2723	-58.736	-2.3637
-57.792	-0.267	-57.721	-2.357
-56.813	-0.2637	-56.741	-2.3515
-55.796	-0.2585	-55.746	-2.3453
-54.776	-0.2537	-54.734	-2.339
-53.782	-0.2504	-53.752	-2.3342
-52.793	-0.2464	-52.748	-2.3295
-51.794	-0.2439	-51.744	-2.3243
-50.812	-0.241	-50.742	-2.3196
-49.816	-0.2378	-49.727	-2.3131
-48.789	-0.2342	-48.726	-2.3064
-47.79	-0.2288	-47.734	-2.2997
-46.784	-0.2253	-46.732	-2.294
-45.769	-0.2207	-45.735	-2.2889
-44.766	-0.2157	-44.737	-2.2824
-43.797	-0.2132	-43.741	-2.2789
-42.809	-0.208	-42.744	-2.2738
-41.82	-0.2032	-41.718	-2.2689
-40.826	-0.2004	-40.721	-2.264
-39.812	-0.1959	-39.717	-2.2572
-38.794	-0.1931	-38.716	-2.2523
-37.795	-0.1908	-37.742	-2.2465
-36.812	-0.1869	-36.725	-2.2415
-35.797	-0.1835	-35.705	-2.2367
-34.791	-0.1796	-34.724	-2.231
-33.786	-0.1758	-33.723	-2.2258
-32.779	-0.1724	-32.728	-2.222
-31.804	-0.1681	-31.73	-2.2162
-30.822	-0.1647	-30.72	-2.211
-29.839	-0.1604	-29.709	-2.2066
-28.822	-0.1553	-28.702	-2.1993
-27.809	-0.1534	-27.707	-2.1962
-26.801	-0.1498	-26.701	-2.1922
-25.807	-0.147	-25.709	-2.1872
-24.82	-0.1457	-24.724	-2.1844
-23.824	-0.1414	-23.752	-2.1793
-22.816	-0.1377	-22.744	-2.1743
-21.823	-0.1352	-21.738	-2.1698
-20.831	-0.1312	-20.728	-2.1635
-19.823	-0.1285	-19.697	-2.1585
-18.844	-0.1258	-18.707	-2.1525
-17.831	-0.1219	-17.722	-2.1478
-16.823	-0.1183	-16.745	-2.1429
-15.805	-0.1137	-15.736	-2.1371
-14.774	-0.1107	-14.721	-2.1325
-13.767	-0.1077	-13.717	-2.1273
-12.752	-0.1039	-12.704	-2.1225
-11.783	-0.1023	-11.712	-2.1195
-10.801	-0.0987	-10.725	-2.1157
-9.796	-0.095	-9.707	-2.1106
-8.827	-0.0936	-8.696	-2.1066
-7.836	-0.0901	-7.712	-2.0999
-6.845	-0.087	-6.702	-2.0941
-5.824	-0.0849	-5.717	-2.089
-4.795	-0.0807	-4.726	-2.083
-3.777	-0.0772	-3.713	-2.079
-2.767	-0.0772	-2.731	-2.0767
-1.791	-0.075	-1.734	-2.0727
-0.848	-0.0731	-0.768	-2.0691
0.123	-0.0704	0.196	-2.064
1.094	-0.0657	1.175	-2.0573
2.067	-0.0619	2.178	-2.0521
3.09	-0.0575	3.183	-2.0462
4.081	-0.0559	4.181	-2.0418
5.056	-0.053	5.162	-2.0376
6.059	-0.0501	6.134	-2.0332
7.046	-0.0488	7.122	-2.0297
8.043	-0.0449	8.119	-2.0246
9.065	-0.0414	9.113	-2.019
10.041	-0.0384	10.117	-2.0139
11.045	-0.0356	11.135	-2.0081
12.062	-0.033	12.12	-2.0024
13.054	-0.0304	13.129	-1.997
14.082	-0.0278	14.11	-1.9915
15.075	-0.0246	15.106	-1.9862
16.047	-0.0208	16.12	-1.9812
17.041	-0.0182	17.119	-1.9771
18.014	-0.0155	18.111	-1.9731
19.005	-0.012	19.112	-1.9687
20.027	-0.011	20.115	-1.9642
21.051	-0.0079	21.126	-1.9583
22.059	-0.0042	22.157	-1.952
23.065	-0.0029	23.138	-1.9465
24.052	0	24.131	-1.9416
25.034	0.002	25.147	-1.9362
26.029	0.0029	26.134	-1.9318
27.04	0.006	27.153	-1.9266
28.047	0.0086	28.146	-1.92
29.047	0.012	29.128	-1.9144
30.039	0.0151	30.124	-1.9085
31.02	0.0171	31.108	-1.902
31.994	0.0206	32.085	-1.8964
32.976	0.0224	33.071	-1.8904
33.972	0.0252	34.064	-1.8845
34.983	0.0294	35.075	-1.8781
35.985	0.0305	36.093	-1.8734
36.996	0.0328	37.113	-1.8679
37.995	0.0348	38.136	-1.8626
38.992	0.0349	39.117	-1.8587
40.002	0.0375	40.129	-1.8521
40.998	0.0404	41.132	-1.8452
42.017	0.0431	42.118	-1.8382
43.026	0.0467	43.133	-1.8316
44.025	0.0496	44.128	-1.8247
45.034	0.0518	45.125	-1.82
46.025	0.0547	46.121	-1.8145
47.022	0.0577	47.113	-1.8073
48.046	0.0615	48.138	-1.8003
49.054	0.0629	49.155	-1.7936
50.064	0.0642	50.15	-1.7861
51.058	0.0665	51.167	-1.7786
52.035	0.0662	52.15	-1.7732
53.03	0.0693	53.124	-1.7652
54.029	0.0721	54.16	-1.7571
55.033	0.0729	55.127	-1.7507
56.047	0.0759	56.126	-1.7427
57.036	0.0781	57.126	-1.7352
58.011	0.0795	58.099	-1.7296
59.004	0.0827	59.124	-1.7215
59.992	0.0857	60.118	-1.7138
60.995	0.0895	61.132	-1.7049
62.015	0.0919	62.151	-1.6956
63.012	0.0935	63.121	-1.6873
64.024	0.0952	64.146	-1.6785
65.013	0.0953	65.134	-1.6708
65.996	0.0974	66.106	-1.6633
67.009	0.1011	67.135	-1.6534
67.979	0.1024	68.095	-1.6454
68.972	0.1053	69.088	-1.6363
69.983	0.1088	70.103	-1.6252
70.973	0.109	71.099	-1.6173
71.994	0.1122	72.112	-1.6071
73.019	0.115	73.116	-1.596
74.024	0.1164	74.126	-1.5872
75.032	0.1191	75.107	-1.577
76.037	0.1207	76.097	-1.5679
77.013	0.122	77.092	-1.56
78.013	0.1239	78.072	-1.5505
78.997	0.1262	79.068	-1.5404
79.982	0.1294	80.089	-1.5283
80.984	0.1307	81.089	-1.518
81.982	0.1321	82.075	-1.5067
82.984	0.1351	83.1	-1.4944
83.994	0.1355	84.087	-1.4846
85.003	0.1385	85.089	-1.4718
86.01	0.1423	86.116	-1.4599
87.003	0.143	87.097	-1.4493
88.018	0.1462	88.116	-1.4376
89.015	0.1486	89.111	-1.4258
90.013	0.1501	90.097	-1.4137
91.033	0.1532	91.105	-1.4004
92.012	0.1557	92.092	-1.387
93.024	0.1582	93.118	-1.3737
94.006	0.1595	94.135	-1.3601
94.993	0.1605	95.128	-1.3477
95.995	0.1625	96.133	-1.3346
97.002	0.1633	97.125	-1.3219
98.016	0.166	98.124	-1.3081
99.048	0.1702	99.174	-1.2917
100.068	0.1707	100.181	-1.2783
101.062	0.1725	101.192	-1.2646
102.059	0.1746	102.169	-1.2503
103.036	0.1739	103.137	-1.2385
104.007	0.1768	104.128	-1.2238
105.016	0.1801	105.116	-1.2086
106.001	0.1816	106.146	-1.1957
106.989	0.1848	107.137	-1.1812
107.999	0.1865	108.128	-1.1673
108.958	0.1877	109.113	-1.1524
109.964	0.1893	110.079	-1.1359
110.966	0.1912	111.066	-1.1196
111.96	0.1948	112.076	-1.1008
112.988	0.196	113.098	-1.0857
114.006	0.1978	114.135	-1.0706
115.008	0.2004	115.156	-1.0535
116.002	0.1997	116.14	-1.0409
116.997	0.2025	117.127	-1.0235
117.993	0.206	118.102	-1.0045
118.989	0.207	119.103	-0.9881
119.987	0.2102	120.122	-0.9672
120.979	0.213	121.107	-0.9493
121.97	0.2139	122.1	-0.9321
122.963	0.2179	123.078	-0.9136
123.985	0.2207	124.087	-0.8961
125.001	0.2223	125.112	-0.8778
125.981	0.2242	126.131	-0.8599
126.992	0.2241	127.14	-0.8423
127.965	0.2248	128.11	-0.8233
128.945	0.2263	129.099	-0.8041
129.949	0.2287	130.061	-0.7835
130.94	0.2327	131.057	-0.7587
131.934	0.2344	132.066	-0.7374
132.932	0.2367	133.068	-0.7152
133.954	0.2396	134.1	-0.6915
134.958	0.2404	135.098	-0.6727
135.972	0.2442	136.084	-0.65
136.977	0.2478	137.064	-0.6247
137.962	0.2498	138.052	-0.6012
138.967	0.2525	139.043	-0.5742
139.964	0.2535	140.057	-0.5492
140.957	0.2543	141.093	-0.5247
141.95	0.2554	142.081	-0.5
142.941	0.2569	143.079	-0.4735
143.945	0.2608	144.073	-0.444
144.958	0.2628	145.051	-0.4179
145.971	0.2656	146.072	-0.3887
146.968	0.2695	147.087	-0.3576
147.967	0.2708	148.09	-0.3307
148.96	0.2745	149.097	-0.2958
149.97	0.2788	150.098	-0.2597
150.98	0.2796	151.113	-0.2284
151.967	0.2818	152.108	-0.1932
152.981	0.2835	153.105	-0.1603
153.974	0.2837	154.099	-0.1306
154.976	0.2864	155.095	-0.0963
155.988	0.2895	156.105	-0.0616
156.977	0.2923	157.11	-0.0241
157.983	0.2947	158.112	0.0147
158.959	0.2966	159.093	0.0542
159.963	0.2991	160.083	0.0975
160.954	0.3009	161.072	0.1377
161.954	0.3042	162.07	0.1815
162.952	0.3092	163.078	0.2309
163.953	0.3106	164.061	0.2745
164.969	0.3135	165.052	0.3221
165.962	0.3164	166.064	0.3712
166.97	0.3167	167.047	0.4143
167.963	0.3211	168.08	0.4665
168.956	0.3245	169.101	0.5203
169.956	0.3263	170.09	0.5733
170.971	0.3289	171.09	0.6322
171.971	0.3302	172.065	0.6877
172.969	0.3319	173.069	0.7467
173.954	0.3347	174.083	0.8071
174.955	0.3382	175.101	0.8692
175.971	0.3421	176.126	0.9367
176.966	0.3441	177.12	0.9984
177.973	0.3461	178.105	1.0617
178.964	0.3485	179.105	1.1313
179.935	0.3489	180.094	1.1936
180.946	0.3522	181.093	1.2663
181.965	0.357	182.109	1.3447
182.961	0.3589	183.107	1.4156
183.966	0.3624	184.098	1.4942
184.947	0.365	185.093	1.5731
185.9	0.3653	186.078	1.6497
186.902	0.368	187.081	1.7356
187.924	0.3708	188.097	1.8214
188.927	0.3739	189.099	1.9122
189.972	0.3761	190.107	2.0009
190.984	0.3777	191.096	2.0886
191.962	0.3802	192.082	2.1807
192.966	0.3815	193.094	2.2676
193.959	0.3844	194.082	2.3642
194.967	0.3896	195.093	2.471
195.988	0.3904	196.11	2.5647
196.992	0.3944	197.1	2.666
197.991	0.3982	198.113	2.7698
198.985	0.3989	199.131	2.8652
199.997	0.4037	200.11	2.979
201.017	0.4055	201.123	3.0955
202.023	0.407	202.126	3.2053
203.017	0.4089	203.131	3.3172
203.998	0.4095	204.174	3.4211
204.992	0.4108	205.158	3.5241
205.979	0.4124	206.151	3.6312
206.964	0.4147	207.145	3.742
207.956	0.4182	208.112	3.864
208.949	0.4199	209.119	3.9778
209.952	0.4221	210.108	4.0938
210.966	0.4256	211.094	4.2202
211.966	0.4263	212.068	4.329
212.954	0.4291	213.056	4.4524
213.963	0.4326	214.049	4.5818
214.943	0.433	215.043	4.6949
215.937	0.4353	216.068	4.8183
216.933	0.4365	217.079	4.936
217.922	0.436	218.083	5.0451
218.922	0.4381	219.096	5.1665
219.918	0.4402	220.094	5.2869
220.915	0.4428	221.073	5.409
221.904	0.4454	222.083	5.5278
222.919	0.4467	223.071	5.641
223.927	0.4489	224.082	5.7577
224.923	0.4503	225.112	5.8668
225.938	0.4526	226.113	5.9834
226.968	0.4566	227.123	6.111
227.956	0.4566	228.128	6.2126
228.958	0.4579	229.12	6.318
229.947	0.4586	230.107	6.4223
230.921	0.4574	231.078	6.505
231.929	0.4594	232.058	6.6099
232.92	0.461	233.042	6.714
233.928	0.4616	234.065	6.807
234.917	0.4626	235.081	6.9052
235.902	0.4631	236.092	6.9928
236.91	0.4639	237.102	7.0783
237.891	0.4654	238.086	7.1642
238.881	0.4674	239.103	7.2491
239.896	0.4709	240.093	7.3442
240.901	0.4722	241.098	7.4187
241.915	0.4735	242.094	7.4887
242.936	0.4756	243.086	7.5627
243.915	0.4747	244.073	7.6099
244.922	0.476	245.054	7.6731
245.934	0.4778	246.073	7.7407
246.91	0.4759	247.057	7.7862
247.914	0.4772	248.064	7.8443
248.903	0.4779	249.082	7.8949
249.895	0.4775	250.079	7.9323
250.919	0.4804	251.094	7.9798
251.934	0.4819	252.098	8.0226
252.951	0.4832	253.099	8.0627
253.948	0.4834	254.102	8.0923
254.934	0.4832	255.085	8.1102
255.93	0.4838	256.082	8.1289
256.905	0.4837	257.071	8.1338
257.901	0.4848	258.055	8.1489
258.912	0.4873	259.051	8.1727
259.929	0.4864	260.052	8.1764
260.937	0.4866	261.039	8.1852
261.933	0.4875	262.021	8.1937
262.911	0.4857	263.026	8.1818
263.88	0.4873	264.028	8.185
264.893	0.4887	265.038	8.1866
265.883	0.489	266.069	8.178
266.881	0.4903	267.075	8.1717
267.893	0.49	268.078	8.1558
268.896	0.4897	269.071	8.1363
269.901	0.4902	270.055	8.1155
270.914	0.4904	271.06	8.095
271.924	0.4925	272.053	8.0793
272.914	0.4933	273.059	8.0534
273.912	0.4938	274.055	8.0269
274.902	0.4961	275.044	8.0031
275.9	0.4946	276.05	7.9672
276.902	0.4956	277.049	7.9398
277.916	0.4973	278.07	7.9155
278.924	0.4953	279.068	7.8749
279.917	0.4963	280.069	7.8424
280.896	0.4959	281.068	7.8044
281.893	0.494	282.072	7.7583
282.87	0.4952	283.094	7.7215
283.862	0.4964	284.081	7.6812
284.879	0.4973	285.09	7.6404
285.875	0.4985	286.078	7.5998
286.887	0.4991	287.056	7.5561
287.884	0.5001	288.042	7.5163
288.883	0.5001	289.052	7.4738
289.878	0.5008	290.025	7.4338
290.885	0.5027	291.041	7.3979
291.897	0.5015	292.073	7.3524
292.914	0.5018	293.057	7.3083
293.909	0.502	294.087	7.2641
294.909	0.4999	295.083	7.2111
295.909	0.5017	296.07	7.1681
296.888	0.5029	297.077	7.1265
297.893	0.5034	298.081	7.0826
298.877	0.5045	299.076	7.0424
299.885	0.504	300.071	6.9995
300.885	0.5041	301.073	6.9563
301.901	0.5053	302.088	6.9125
302.921	0.5071	303.094	6.8686
303.922	0.5097	304.116	6.8288
304.954	0.5094	305.108	6.7834
305.946	0.5086	306.091	6.7395
306.956	0.5088	307.091	6.6993
307.935	0.5065	308.08	6.6522
308.911	0.5075	309.088	6.6121
309.915	0.5097	310.079	6.5749
310.896	0.509	311.073	6.5319
311.919	0.5102	312.07	6.4949
312.911	0.511	313.067	6.4556
313.904	0.5104	314.071	6.4139
314.933	0.5114	315.067	6.377
315.907	0.5128	316.082	6.3401
316.919	0.5144	317.069	6.3056
317.934	0.5148	318.072	6.2712
318.92	0.5155	319.076	6.235
319.949	0.516	320.078	6.2005
320.931	0.5153	321.089	6.1642
321.909	0.5162	322.078	6.1308
322.908	0.5182	323.09	6.1009
323.889	0.5178	324.084	6.0675
324.893	0.5188	325.067	6.0355
325.906	0.5203	326.079	6.0052
326.895	0.5192	327.073	5.9721
327.905	0.5214	328.072	5.9443
328.921	0.5228	329.099	5.9181
329.915	0.5231	330.098	5.8897
330.914	0.5244	331.087	5.8623
331.928	0.5242	332.078	5.8344
332.907	0.5251	333.051	5.8064
333.907	0.5263	334.029	5.7794
334.889	0.5275	335.022	5.7528
335.873	0.5299	336.021	5.7293
336.88	0.5296	337.02	5.7044
337.854	0.53	338.02	5.6822
338.879	0.5315	339.029	5.6624
339.861	0.5307	340.037	5.6387
340.863	0.5322	341.021	5.6196
341.896	0.5342	342.023	5.6008
342.892	0.5338	343.009	5.5794
343.902	0.5357	344.003	5.561
344.891	0.5368	345.044	5.5419
345.855	0.5363	346.035	5.5207
346.841	0.5383	347.052	5.5048
347.843	0.5393	348.048	5.4891
348.848	0.5412	349.026	5.4736
349.865	0.5432	350.064	5.46
350.891	0.5445	351.045	5.4435
351.891	0.5462	352.044	5.4294
352.898	0.5465	353.06	5.4135
353.9	0.5483	354.034	5.4002
354.905	0.5507	355.064	5.3902
355.914	0.5506	356.092	5.375
356.92	0.5518	357.081	5.3624
357.95	0.5523	358.099	5.3493
358.919	0.5511	359.067	5.3328
359.9	0.5534	360.049	5.3209
360.89	0.5551	361.081	5.3093
361.885	0.5562	362.068	5.2942
362.892	0.5589	363.085	5.2802
363.898	0.5599	364.077	5.2634
364.894	0.5619	365.059	5.2463
365.877	0.564	366.061	5.2307
366.897	0.5652	367.048	5.2142
367.897	0.5679	368.084	5.2009
368.894	0.5675	369.067	5.1817
369.872	0.5681	370.05	5.1627
370.867	0.5699	371.074	5.1441
371.858	0.5694	372.033	5.1184
372.88	0.5716	373.042	5.0948
373.899	0.5744	374.049	5.0699
374.888	0.5749	375.04	5.0398
375.904	0.5773	376.067	5.0129
376.876	0.5796	377.06	4.9847
377.897	0.5802	378.078	4.9538
378.912	0.5831	379.086	4.9252
379.917	0.5851	380.086	4.894
380.94	0.5877	381.096	4.8621
381.94	0.5893	382.102	4.8282
382.906	0.5895	383.08	4.7924
383.907	0.5905	384.084	4.7572
384.889	0.59	385.084	4.7213
385.855	0.592	386.059	4.6875
386.868	0.5951	387.08	4.6565
387.853	0.5956	388.065	4.6225
388.847	0.5981	389.049	4.5919
389.855	0.6007	390.079	4.5618
390.843	0.6006	391.071	4.5271
391.856	0.6036	392.088	4.4973
392.888	0.6064	393.098	4.4668
393.896	0.6075	394.088	4.4356
394.931	0.6103	395.099	4.4065
395.932	0.6121	396.082	4.3766
396.931	0.6132	397.099	4.3461
397.922	0.6147	398.1	4.317
398.918	0.6157	399.099	4.2884
399.917	0.6178	400.102	4.2629
400.898	0.6188	401.107	4.2357
401.906	0.6199	402.102	4.2087
402.908	0.6228	403.115	4.1834
403.894	0.6236	404.154	4.1541
404.904	0.6267	405.141	4.1282
405.917	0.629	406.168	4.1034
406.927	0.6297	407.169	4.0759
407.942	0.6315	408.141	4.0515
408.931	0.6326	409.146	4.0261
409.92	0.6335	410.119	4.0004
410.9	0.6351	411.115	3.978
411.892	0.6367	412.115	3.9547
412.907	0.6373	413.121	3.932
413.904	0.6382	414.126	3.9091
414.894	0.6387	415.102	3.8857
415.902	0.6403	416.116	3.8641
416.873	0.641	417.081	3.8423
417.878	0.643	418.069	3.8219
418.879	0.6455	419.079	3.8023
419.863	0.6453	420.05	3.781
420.887	0.6454	421.055	3.762
421.884	0.6466	422.072	3.7422
422.878	0.6466	423.08	3.7214
423.895	0.6492	424.074	3.7023
424.881	0.6524	425.095	3.6828
425.895	0.653	426.065	3.6637
426.904	0.6549	427.053	3.6463
427.879	0.655	428.064	3.6292
428.88	0.6553	429.067	3.6123
429.859	0.6563	430.101	3.5967
430.852	0.657	431.112	3.5792
431.866	0.6587	432.122	3.5642
432.875	0.6591	433.11	3.5469
433.854	0.6593	434.102	3.5293
434.853	0.6604	435.097	3.5145
435.84	0.659	436.074	3.4968
436.834	0.6594	437.073	3.4814
437.85	0.6606	438.076	3.4671
438.844	0.6599	439.052	3.4521
439.844	0.6606	440.06	3.4384
440.838	0.6605	441.064	3.4255
441.827	0.6599	442.052	3.4113
442.826	0.6612	443.073	3.398
443.829	0.662	444.069	3.3845
444.829	0.663	445.071	3.3698
445.841	0.6629	446.082	3.356
446.838	0.6609	447.072	3.3413
447.826	0.6605	448.07	3.328
448.821	0.659	449.075	3.3155
449.825	0.6586	450.076	3.3039
450.855	0.6592	451.088	3.2935
451.862	0.6582	452.088	3.2815
452.866	0.6585	453.075	3.2699
453.86	0.6596	454.074	3.2585
454.85	0.6587	455.053	3.2452
455.868	0.6597	456.058	3.2343
456.878	0.66	457.094	3.2234
457.885	0.6596	458.094	3.2114
458.905	0.6592	459.119	3.2015
459.888	0.6574	460.121	3.1901
460.885	0.6554	461.083	3.1793
461.903	0.6533	462.086	3.1687
462.865	0.6529	463.058	3.1584
463.872	0.6531	464.057	3.149
464.865	0.6526	465.052	3.1379
465.844	0.6518	466.034	3.1279
466.863	0.6521	467.048	3.1188
467.876	0.6511	468.046	3.1085
468.898	0.6509	469.067	3.1
469.911	0.6524	470.085	3.0909
470.919	0.6515	471.086	3.0808
471.897	0.6521	472.085	3.0719
472.875	0.6521	473.071	3.0626
473.854	0.6502	474.067	3.053
474.824	0.6491	475.069	3.0433
475.831	0.6484	476.048	3.0344
476.821	0.648	477.021	3.0249
477.822	0.6472	478.017	3.0165
478.824	0.6467	479.015	3.0078
479.83	0.6463	480.016	2.9996
480.825	0.6459	481.041	2.9912
481.839	0.6464	482.046	2.9835
482.865	0.648	483.068	2.9763
483.836	0.6475	484.102	2.9673
484.858	0.647	485.102	2.959
485.849	0.6472	486.082	2.9502
486.82	0.6453	487.037	2.9408
487.847	0.6461	488.014	2.9337
488.835	0.647	489.027	2.9262
489.848	0.6466	490.025	2.9186
490.84	0.6472	491.055	2.9107
491.833	0.6457	492.055	2.9033
492.823	0.645	493.041	2.8964
493.798	0.6442	494.05	2.8895
494.808	0.6444	495.04	2.8831
495.818	0.6458	496.047	2.8756
496.82	0.6455	497.061	2.8671
497.834	0.6462	498.045	2.8599
498.843	0.6466	499.059	2.8529
499.831	0.6457	500.046	2.8449
500.846	0.6464	501.028	2.8389
501.85	0.6477	502.05	2.8326
502.843	0.6474	503.048	2.8253
503.848	0.6482	504.053	2.8189
504.848	0.6503	505.056	2.8118
505.85	0.6497	506.043	2.8044
506.865	0.6507	507.022	2.7981
507.887	0.6516	508.033	2.7923
508.894	0.651	509.05	2.7871
509.918	0.651	510.085	2.7815
510.908	0.6506	511.104	2.7763
511.903	0.6504	512.096	2.7707
512.888	0.6498	513.082	2.7635
513.846	0.6509	514.055	2.7568
514.852	0.6527	515.053	2.7499
515.836	0.6527	516.049	2.743
516.837	0.6537	517.034	2.7371
517.848	0.6547	518.014	2.7322
518.844	0.6546	519.008	2.727
519.827	0.6564	520.017	2.7226
520.833	0.658	521.051	2.7181
521.847	0.6586	522.075	2.7124
522.847	0.6592	523.095	2.7076
523.843	0.6599	524.096	2.7011
524.832	0.6596	525.079	2.6951
525.813	0.6603	526.059	2.6882
526.813	0.6608	527.024	2.6815
527.824	0.6626	528.033	2.6767
528.844	0.6641	529.044	2.6714
529.864	0.6647	530.05	2.6672
530.857	0.667	531.058	2.6627
531.87	0.6668	532.047	2.6564
532.862	0.6687	533.042	2.6526
533.851	0.671	534.082	2.6483
534.85	0.6712	535.097	2.6433
535.847	0.6729	536.108	2.6387
536.825	0.674	537.091	2.6322
537.817	0.6744	538.05	2.6267
538.81	0.6765	539.043	2.6217
539.787	0.6779	540.039	2.6171
540.795	0.6795	541.037	2.6135
541.808	0.6808	542.052	2.609
542.821	0.6815	543.052	2.605
543.825	0.6827	544.046	2.6016
544.822	0.6832	545.037	2.5964
545.805	0.6856	546.023	2.5914
546.795	0.6885	547.033	2.5867
547.796	0.6897	548.043	2.581
548.804	0.6921	549.079	2.5769
549.802	0.694	550.082	2.5736
550.81	0.6946	551.056	2.5694
551.81	0.6971	552.038	2.5661
552.805	0.6992	553.018	2.5628
553.809	0.7006	554.015	2.5588
554.811	0.7028	555.028	2.555
555.83	0.7047	556.033	2.5515
556.82	0.7061	557.038	2.5469
557.815	0.7084	558.035	2.5426
558.81	0.7102	559.037	2.5384
559.803	0.7136	560.06	2.5347
560.823	0.7151	561.074	2.5312
561.827	0.7162	562.091	2.5275
562.837	0.719	563.087	2.5243
563.821	0.719	564.074	2.5199
564.811	0.7226	565.071	2.5165
565.806	0.7266	566.082	2.5126
566.794	0.7286	567.078	2.5076
567.817	0.7318	568.06	2.5034
568.804	0.7342	569.037	2.4991
569.815	0.736	570.017	2.4953
570.81	0.7387	571.027	2.4938
571.797	0.7413	572.042	2.4911
572.814	0.7442	573.068	2.4894
573.803	0.7465	574.087	2.4871
574.8	0.7492	575.081	2.4828
575.794	0.7526	576.085	2.4798
576.776	0.7546	577.064	2.4756
577.773	0.7575	578.027	2.4722
578.794	0.7617	579.054	2.4702
579.815	0.7641	580.055	2.4666
580.821	0.768	581.044	2.464
581.839	0.7723	582.067	2.4616
582.839	0.7751	583.043	2.4577
583.824	0.7797	584.029	2.456
584.831	0.7841	585.056	2.4535
585.812	0.7875	586.061	2.4505
586.799	0.7912	587.069	2.4479
587.815	0.7943	588.077	2.4441
588.829	0.7975	589.068	2.4406
589.831	0.8009	590.044	2.4374
590.819	0.8047	591.035	2.4348
591.808	0.809	592.026	2.4322
592.797	0.8115	593.035	2.4296
593.788	0.8151	594.044	2.4274
594.806	0.8197	595.064	2.4253
595.793	0.8232	596.068	2.4221
596.783	0.8292	597.07	2.4202
597.8	0.8353	598.085	2.4177
598.798	0.8392	--	--
599.373	0.8051	--	--
599.455	0.7581	--	--
599.007	0.7031	--	--
598.071	0.644	--	--
597.073	0.6164	--	--
596.066	0.5961	--	--
595.074	0.5793	--	--
594.077	0.5622	--	--
593.065	0.5486	--	--
592.058	0.5356	--	--
591.051	0.523	--	--
590.046	0.5125	--	--
589.06	0.5024	--	--
588.081	0.493	--	--
587.094	0.4827	--	--
586.087	0.4728	--	--
585.081	0.4639	--	--
584.073	0.4545	--	--
583.064	0.4464	--	--
582.084	0.439	--	--
581.099	0.4299	--	--
580.086	0.4221	--	--
579.095	0.4155	--	--
578.07	0.4081	--	--
577.055	0.4026	--	--
576.065	0.3971	--	--
575.072	0.39	--	--
574.091	0.3837	--	--
573.1	0.3765	--	--
572.094	0.3699	--	--
571.076	0.364	--	--
570.077	0.358	--	--
569.075	0.3536	--	--
568.081	0.3476	--	--
567.083	0.3422	--	--
566.09	0.3381	--	--
565.11	0.3324	--	--
564.119	0.3282	--	--
563.157	0.3244	--	--
562.147	0.3187	--	--
561.115	0.3134	--	--
560.092	0.3078	--	--
559.065	0.3021	--	--
558.065	0.2975	--	--
557.087	0.2937	--	--
556.119	0.2902	--	--
555.109	0.286	--	--
554.091	0.2819	--	--
553.08	0.2786	--	--
552.064	0.2745	--	--
551.06	0.271	--	--
550.067	0.2674	--	--
549.057	0.2617	--	--
548.065	0.2579	--	--
547.063	0.2536	--	--
546.056	0.2493	--	--
